uuid,source,orig_id,snap_dist,u,v,key,osmid,oneway,lanes,name,highway,type_highway,maxspeed,junction,length,from,to,ref,tunnel,bridge,service,access,road_width,est_width
2f8e5149-2922-4fdc-bea4-02dfde5fa9b5,Mapillary,1525354508399276,1.9297236212854787,803772328.0,1343655776.0,0.0,"[779141058, 122461805]",False,3,Silberburgstraße,tertiary,drive,40,,120.11,1343655776.0,803772328.0,,,,,,,
f5a6fa21-de11-44ec-8129-537acf92925c,Mapillary,1082704200090293,2.1249023198288293,3213224.0,1286347115.0,0.0,3992680,False,2,Marienplatz,tertiary,drive,50,,41.998,1286347115.0,3213224.0,,yes,,,,3,
016b872d-a76a-4ab8-b5cb-cb27e2275dff,Mapillary,1198455021177271,3.4865623357304507,12722802.0,246647970.0,0.0,1153475476,False,,Möhringer Straße,residential,drive,30,,45.732,246647970.0,12722802.0,,,,,,7.5,
a9dab29f-c24e-4acb-b1ab-5756a2239772,Mapillary,1459385814782176,0.658775261451011,7274535377.0,7274535381.0,0.0,"[49153977, 143986299, 160214724]",False,,,"['footway', 'steps']",walk,,,13.132,7274535381.0,7274535377.0,,yes,,,,3,
8a20cc96-b035-4ded-9262-a3ee0e85616e,Mapillary,396666609530984,0.7294524376825406,3213216.0,3653281878.0,0.0,32812908,False,2,Tübinger Straße,residential,drive,30,,75.745,3653281878.0,3213216.0,,,,,,11,
035b478c-b8a7-4b58-8c93-32064d9422bb,Mapillary,1129612571431869,1.3494198351968232,3213211.0,4315787106.0,0.0,"[432575529, 432379967]",True,1,Tübinger Straße,residential,drive,30,,136.136,3213211.0,4315787106.0,,,,,,"['9.5', '4']",
e0e933fb-7c56-4329-8e8a-30832e53ae49,Mapillary,975915334254946,3.569386047921569,1343655774.0,4378833272.0,0.0,"[24450708, 122461806]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,25.348,4378833272.0,1343655774.0,,,,,,9.2,
9e2cf818-240a-495e-a334-ec85f9874160,Mapillary,1146157839781732,0.3541167306063732,20850565.0,5360386171.0,0.0,315802357,True,2,Theodor-Heuss-Straße,primary,drive,40,,68.013,5360386171.0,20850565.0,B 27a,,,,,,
d3bff3c5-035a-4b36-b5b5-3d0c52884b5a,Mapillary,928642498949228,2.3776998586544678,3213216.0,1557557230.0,0.0,432575532,False,,Tübinger Straße,residential,drive,30,,109.998,1557557230.0,3213216.0,,,,,,11,
61dbe12c-b5aa-4438-8fd0-5fc1c912bc78,Mapillary,1491143688160660,2.4899350016748647,645216.0,2081937418.0,0.0,620976419,False,2,Reinsburgstraße,tertiary,drive,40,,9.095,2081937418.0,645216.0,,,,,,8.3,
995fa419-80ae-41c5-b8bb-04e77ae3995d,Mapillary,449592771173658,4.941493537961224,183633619.0,3210020769.0,0.0,"[548401697, 816311739]",True,2,Theodor-Heuss-Straße,primary,drive,40,,81.00299999999999,3210020769.0,183633619.0,B 27a,,,,,,
f9eb4401-f6af-4f0d-bada-6c48a52e4d6f,Mapillary,782535137421700,1.5146910625236845,830470529.0,830470531.0,0.0,"[69304574, 69304575]",False,2,Silberburgstraße,service,drive,40,,23.819,830470531.0,830470529.0,,yes,,driveway,,12,
554c6f14-12be-4dd2-b951-a29b01f61299,Mapillary,468305245806679,2.0221714784575555,3213211.0,4315787106.0,0.0,"[432575529, 432379967]",True,1,Tübinger Straße,residential,drive,30,,136.136,3213211.0,4315787106.0,,,,,,"['9.5', '4']",
054abda2-d686-4e78-b674-4f8f57a7d538,Mapillary,1302743154018830,4.802072612591949,12620698.0,1746675044.0,0.0,"[343956217, 343956218, 574480445, 120582823]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,73.86900000000001,1746675044.0,12620698.0,,,,,,,
e83cde50-3d61-4374-88db-8c21fe1d1600,Mapillary,293188713817288,1.2059962008775702,3213181.0,4362198427.0,0.0,"[432575528, 360779694]",False,,Tübinger Straße,residential,drive,30,,53.111,4362198427.0,3213181.0,,,,,,11,
2cd254ad-c049-423f-b37d-b3904e137ef2,Mapillary,345997618521041,4.203879060171283,12620706.0,288868464.0,0.0,990446427,True,,Augustenstraße,residential,drive,30,,113.0,288868464.0,12620706.0,,,,,,9.5,
6ea32c5c-98fc-4ed3-a722-0c9ef433ed2e,Mapillary,1000461748133755,7.163086307417412,1353816431.0,3971421576.0,0.0,"[281345969, 281345970, 1205722315, 1205722316]",False,3,Herzogstraße,residential,drive,30,,44.92,3971421576.0,1353816431.0,,,,,,10,
c4757cbf-e276-43a7-919a-d7b40ac1dc64,Mapillary,1631718204270832,2.891256919122806,12620706.0,288868464.0,0.0,990446427,True,,Augustenstraße,residential,drive,30,,113.0,288868464.0,12620706.0,,,,,,9.5,
3b584f6d-e022-48dc-bd0d-3f178819c97b,Mapillary,278053825371209,2.3438440292265184,299607355.0,1286347115.0,0.0,3992680,False,2,Marienplatz,tertiary,drive,50,,30.191000000000003,1286347115.0,299607355.0,,,,,,3,
30d60b75-b434-41ed-9dd9-fe558edf260a,Mapillary,994959838670125,4.421640452456763,1621899415.0,3658263677.0,0.0,314934333,False,5,Calwer Platz,path,walk/cycle,40,,9.916,3658263677.0,1621899415.0,B 27a,yes,,,,3,
de4a9319-e7e9-4e47-877f-43f6bca56413,Mapillary,778164934304539,7.4513215672307265,1353816431.0,3971421576.0,0.0,"[281345969, 281345970, 1205722315, 1205722316]",False,3,Herzogstraße,residential,drive,30,,44.92,3971421576.0,1353816431.0,,,,driveway,,10,
377b63f9-da84-4c02-9895-115c7f297f78,Mapillary,1622357688598487,0.8794341222116492,3212462.0,249578202.0,0.0,346762344,False,,Tübinger Straße,path,walk/cycle,30,,26.816,249578202.0,3212462.0,,,,,,4,
010416c1-eef3-4946-bd63-d8b4e8ac40d7,Mapillary,339249452563500,1.2569241228889478,20849973.0,4621960803.0,0.0,358262089,False,,Eberhardstraße,residential,drive,20,,33.747,4621960803.0,20849973.0,,,,,,5.5,
f608aa41-660d-46a2-919d-706a1369fa3e,Mapillary,971442118054871,2.165025566520826,18240912.0,20850513.0,0.0,"[13073712, 233098541]",False,,"['Königstraße', 'Rotebühlplatz']",residential,drive,20,,53.923,20850513.0,18240912.0,,yes,,,,6.5,
fd77ddbf-b4e0-44b7-9dae-18de9bca19b1,Mapillary,1699524747250397,0.0472455111166726,12620698.0,4358898120.0,0.0,120582805,False,2,Silberburgstraße,tertiary,drive,40,,43.213,4358898120.0,12620698.0,,,,,,12,
3a8eb849-c181-44d0-ad5b-a42a3ba4bf97,Mapillary,1030354025472517,4.836241486706412,253227965.0,264893663.0,0.0,"[23403938, 360776363, 632413196]",False,2,Möhringer Straße,"['footway', 'pedestrian', 'living_street']",walk,50,,46.657,264893663.0,253227965.0,,,,,,3,
43659e17-6522-4e20-9178-f62a19373fec,Mapillary,838522008252720,2.456848862169497,3213216.0,1557557230.0,0.0,432575532,False,,Tübinger Straße,residential,drive,30,,109.998,1557557230.0,3213216.0,,,,,,11,
5c6e024f-ee2d-4fdc-a56d-942d76a63ac1,Mapillary,846144504230167,0.0124667757317679,8944465424.0,11978044706.0,0.0,1278163207,True,,Augustenstraße,residential,drive,30,,68.45700000000001,11978044706.0,8944465424.0,,,,,,9.5,
9022f2e7-514c-491f-a4cd-0a92cd57501a,Mapillary,8479070232121893,5.549657902860604,183633619.0,3210020769.0,0.0,"[548401697, 816311739]",True,2,Theodor-Heuss-Straße,primary,drive,40,,81.00299999999999,3210020769.0,183633619.0,B 27a,,,,,,
b00682d1-3a12-43fa-8d2c-97c7c7f00e2f,Mapillary,512630514522394,1.5903670530838347,20849971.0,78612649.0,0.0,150035026,False,,Tübinger Straße,residential,drive,20,,20.063,78612649.0,20849971.0,,,,,,5.5,
abbdf183-e908-4762-8ea3-9a70c2f4e12c,Mapillary,8215113845213810,0.9957113609834316,3213216.0,3653281878.0,0.0,32812908,False,2,Tübinger Straße,residential,drive,30,,75.745,3653281878.0,3213216.0,,,,,,11,
5e79f7b1-a546-4e5c-861f-9bbb9213040e,Mapillary,1948236932280894,3.41835977385132,657824.0,183633619.0,0.0,816311739,True,2,Theodor-Heuss-Straße,primary,drive,40,,39.934,183633619.0,657824.0,B 27a,,,,,,
f1373c69-80a8-4b5c-aed0-aafcc2ed9dbd,Mapillary,474763888624037,1.87338038707614,78612649.0,78617380.0,0.0,150035026,False,,Tübinger Straße,residential,drive,20,,56.587,78617380.0,78612649.0,,,,,,5.5,
f2ae2eb0-0a27-41b3-8bb9-bae967ed67d8,Mapillary,1175367930255197,2.5172419983148138,3213216.0,1557557230.0,0.0,432575532,False,,Tübinger Straße,residential,drive,30,,109.998,1557557230.0,3213216.0,,,,,,11,
7ac358c9-b811-49e4-a3e7-4c226bfe7e68,Mapillary,1811611882657938,5.365181173538234,183633619.0,3210020769.0,0.0,"[548401697, 816311739]",True,2,Theodor-Heuss-Straße,primary,drive,40,,81.00299999999999,3210020769.0,183633619.0,B 27a,,,,,,
0923e370-19cf-4650-b698-f32192f29e6f,Mapillary,459877023568340,1.4956519940312236,18240912.0,3658248715.0,0.0,107026048,False,,Königstraße,pedestrian,walk,20,,15.262,3658248715.0,18240912.0,,yes,,,,6.5,
eb73758c-f0b3-4d42-9d11-a7fd258c1826,Mapillary,7618591368251620,1.97952129699082,12620698.0,1746675044.0,0.0,"[343956217, 343956218, 574480445, 120582823]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,73.86900000000001,1746675044.0,12620698.0,,,,,,,
ff8ed2d1-6c40-47f5-b00e-c87e265042a5,Mapillary,1006301931197906,7.303308367521668,2867987538.0,5535655477.0,0.0,"[668628225, 25135278]",False,4,Silberburgstraße,tertiary,drive,40,,91.019,5535655477.0,2867987538.0,,,,,,12,
f8495a0c-9329-40c6-8f45-2a126dd82444,Mapillary,1656323121855627,5.522562200153086,12620698.0,1746675044.0,0.0,"[343956217, 343956218, 574480445, 120582823]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,73.86900000000001,1746675044.0,12620698.0,,,,,,,
28032a64-7573-4b5a-915a-b5b4efd14fdf,Mapillary,3584299245145240,2.882188107791973,3212329.0,20849971.0,0.0,150035026,False,,Tübinger Straße,residential,drive,20,,88.302,20849971.0,3212329.0,,,,,,5.5,
af180461-74ba-447d-aa98-365839851420,Mapillary,338739542610017,0.8354041098728665,2959800595.0,12010077074.0,0.0,1278163209,True,,Augustenstraße,residential,drive,30,,78.463,2959800595.0,12010077074.0,,,,,,9.5,
87788ed8-c85e-4448-98d4-4fee71b1f6bf,Mapillary,335584389615342,1.274792580853197,4141747341.0,4362198429.0,0.0,"[432575528, 432575531]",False,,Tübinger Straße,residential,drive,30,,79.89,4362198429.0,4141747341.0,,,,,,11,
2ffbb098-f151-4e41-841e-8e6b0e96678f,Mapillary,1829545547536864,1.3678140060542716,31125032.0,80267898.0,0.0,23279100,False,,Hohe Straße,pedestrian,walk,30,,115.259,80267898.0,31125032.0,,,,,,8.5,
e15454c9-d967-41ab-9bc6-11e57a03991d,Mapillary,1182177679589941,3.162086687297712,69420273.0,4032372395.0,0.0,273520536,False,2,Tübinger Straße,residential,drive,30,,14.976,4032372395.0,69420273.0,B 27a,,yes,,,6,
a8dd015c-8a37-46e5-af16-d22d93a2b336,Mapillary,1031777668553792,3.7766817698577126,657824.0,183633619.0,0.0,816311739,True,2,Theodor-Heuss-Straße,primary,drive,40,,39.934,183633619.0,657824.0,B 27a,,,,,,
ae62555a-4b80-40c7-adbf-90265464a977,Mapillary,787771193560298,0.8651492392258378,1286347106.0,3653281878.0,0.0,681346819,False,2,Tübinger Straße,footway,walk,30,,19.557,3653281878.0,1286347106.0,,,,,,3,
30e62607-31a8-4c1d-a513-ec35d9ec7c91,Mapillary,1178582123451865,5.842155438150173,12620706.0,5535655477.0,0.0,"[52120865, 990446428, 343691335]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,121.374,5535655477.0,12620706.0,,,,,,,
8b452f58-740a-44fc-8d9c-47ec7dac0108,Mapillary,400896672292423,5.64740515541232,657860.0,3902153629.0,0.0,407090976,True,1,Weimarstraße,residential,drive,30,,31.266,3902153629.0,657860.0,,,,,,9.2,
ddb47f3f-b6ab-41ba-a44e-2597f7b61f64,Mapillary,1161284998256813,3.0972048247430557,3603201026.0,3762698378.0,0.0,372720346,False,2,Tübinger Straße,residential,drive,30,,31.635,3762698378.0,3603201026.0,,,,,,10,
651fce4f-bc3e-49a2-8cfe-231c8b34bc1e,Mapillary,334663733029461,2.844155929529608,18240912.0,873923941.0,0.0,233098541,False,,Königstraße,residential,drive,20,,39.137,873923941.0,18240912.0,,yes,,,,6.5,
00f9061f-01c8-46a2-8e27-f5081d863f9a,Mapillary,403271952743769,2.637090953357073,12620706.0,5535655477.0,0.0,"[52120865, 990446428, 343691335]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,121.374,5535655477.0,12620706.0,,,,,,,
131675f3-653a-4444-8645-d1ed1c3eff46,Mapillary,493338249754295,2.249272759632248,803772328.0,1343655776.0,0.0,"[779141058, 122461805]",False,3,Silberburgstraße,tertiary,drive,40,,120.11,1343655776.0,803772328.0,,,,,,,
bc9f1528-1dce-4d88-bd19-7aa1d8c79b03,Mapillary,1043740007122974,4.800471412900173,12722802.0,253227967.0,0.0,23387470,False,,Möhringer Straße,living_street,walk/cycle,,,81.713,253227967.0,12722802.0,,,,,,,
4614544e-e442-4cc4-b54e-b17e12d9d522,Mapillary,1001456204945916,0.6541034804591208,3213216.0,1557557230.0,0.0,432575532,False,,Tübinger Straße,residential,drive,30,,109.998,1557557230.0,3213216.0,,,,,,11,
39f9db07-40b9-45ee-8c8e-7021f7d5f136,Mapillary,886675383502223,0.5527267096633841,3213181.0,4362198427.0,0.0,"[432575528, 360779694]",False,,Tübinger Straße,residential,drive,30,,53.111,4362198427.0,3213181.0,,,,,,11,
8ead2c0f-6939-4ccf-b9e2-bb72e09c364f,Mapillary,1889414818211478,2.589386571440936,12620706.0,5535655477.0,0.0,"[52120865, 990446428, 343691335]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,121.374,5535655477.0,12620706.0,,,,,,,
14ef7f3a-8ab6-47c6-a078-a33ace682d18,Mapillary,989488855878651,9.762550063786762,12620698.0,1746675044.0,0.0,"[343956217, 343956218, 574480445, 120582823]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,73.86900000000001,1746675044.0,12620698.0,,,,,,,
9a4bd2ac-3ee6-4cef-ba78-be6f9fc112f3,Mapillary,999172088471422,1.5754642762485522,20850510.0,3916219491.0,0.0,314934327,True,2,Theodor-Heuss-Straße,primary,drive,40,,82.941,3916219491.0,20850510.0,B 27a,,,,,,
37a3c849-8555-4df1-8bc0-c2e2cc169296,Mapillary,454294054230456,2.595177367393976,78612649.0,78617380.0,0.0,150035026,False,,Tübinger Straße,residential,drive,20,,56.587,78617380.0,78612649.0,,,,,,5.5,
1c4f27fd-e471-48b7-a408-89dbca701cef,Mapillary,1019990306442244,4.591237347460498,96611005.0,3762698388.0,0.0,353636225,False,3,Tübinger Straße,residential,drive,30,,16.955,3762698388.0,96611005.0,,,,,,10,
8c52be8c-0426-4ca8-9ee1-df457e7b6102,Mapillary,352881327676105,4.011681488120029,444569581.0,4378853609.0,0.0,697633614,False,,Königstraße,footway,walk,20,,23.089,4378853609.0,444569581.0,,yes,,,,6.5,
709b67e9-bd90-4edd-b73b-e461ba910941,Mapillary,989142915954144,2.51868439568794,1353816431.0,3971421576.0,0.0,"[281345969, 281345970, 1205722315, 1205722316]",False,3,Herzogstraße,residential,drive,30,,44.92,3971421576.0,1353816431.0,,,,,,10,
dd0a2743-7eae-4f03-b80e-fbc9260a1f2b,Mapillary,7497907456998049,3.4347313968094326,2959800595.0,11998825526.0,0.0,1278163209,True,,Augustenstraße,residential,drive,30,,74.581,11998825526.0,2959800595.0,,,,,,9.5,
daf4b847-ccd6-4fe3-8b3e-91b1c0a7eb0f,Mapillary,1909054292896423,4.562465445027571,96611005.0,3762698388.0,0.0,353636225,False,3,Tübinger Straße,residential,drive,30,,16.955,3762698388.0,96611005.0,,,yes,,,10,
aa7fe59f-afd8-40d0-a7f5-9c30147b0af0,Mapillary,487893786990482,5.884862258387454,12620706.0,288868464.0,0.0,990446427,True,,Augustenstraße,residential,drive,30,,113.0,288868464.0,12620706.0,,,,,,9.5,
77fa19c5-697f-422d-a292-8b192d64401b,Mapillary,1142669890340271,5.483457905352108,657860.0,277469881.0,0.0,614742734,False,1,Weimarstraße,residential,drive,30,,19.591,277469881.0,657860.0,,,,,,"['8.5', '5']",
24772166-8c12-4ab4-b0ca-22e61df0d858,Mapillary,3452254475065759,0.7996954369919523,352864054.0,425953452.0,0.0,9719608,False,,Silberburgstraße,residential,drive,30,,152.95499999999998,425953452.0,352864054.0,,,,,,11,
aeef27c2-ed44-4ee7-a085-5af44a0aa661,Mapillary,26003698152608405,1.3437633012925028,20850510.0,3771682702.0,0.0,417405881,True,2,Theodor-Heuss-Straße,primary,drive,40,,23.767,20850510.0,3771682702.0,B 27a,yes,,,,3,
54394413-e31e-4407-ae02-8c75a14b5306,Mapillary,463277549650695,1.5961877273417968,3213211.0,4315787106.0,0.0,"[432575529, 432379967]",True,1,Tübinger Straße,residential,drive,30,,136.136,3213211.0,4315787106.0,,,,,,"['9.5', '4']",
dc14d363-49d2-4f50-80ac-9f12d070df80,Mapillary,1511284963147152,1.0773071526477296,20850512.0,5360386171.0,0.0,315802357,True,2,Theodor-Heuss-Straße,primary,drive,40,,12.739,20850512.0,5360386171.0,B 27a,yes,,,,,
c9e21f5e-9267-407e-93cd-23f5b30dccb6,Mapillary,1170977017478406,0.3774877969550846,20850565.0,5360386171.0,0.0,315802357,True,2,Theodor-Heuss-Straße,primary,drive,40,,68.013,5360386171.0,20850565.0,B 27a,,,,,,
a672f86b-44d2-43e1-8ec7-e72c188a2c82,Mapillary,2215509462146402,4.654292155010889,253227967.0,264893663.0,0.0,360776363,False,,Möhringer Straße,living_street,walk/cycle,,,10.698,264893663.0,253227967.0,,,,,,7.5,
cf93ccc0-d172-4a8e-8777-8d001a814bd6,Mapillary,513175891234449,4.09961847652328,12620698.0,1746675044.0,0.0,"[343956217, 343956218, 574480445, 120582823]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,73.86900000000001,1746675044.0,12620698.0,,,,,,,
7133fb27-3156-4738-aef3-cd69a87d6abf,Mapillary,1014911840002501,1.6485010025798363,78612649.0,78617380.0,0.0,150035026,False,,Tübinger Straße,residential,drive,20,,56.587,78617380.0,78612649.0,,,,,,5.5,
40fa0d7e-004d-4f34-81e9-5cf3de12343a,Mapillary,1035894681533788,5.794960129351872,20850513.0,3728206896.0,0.0,"[361333290, 673799125, 368981887]",False,4,Rotebühlplatz,residential,drive,40,,68.59100000000001,3728206896.0,20850513.0,,,,,,,
9fb05a71-d295-45fa-8a39-13314ac0b264,Mapillary,1336570890687342,0.3049687375173161,12620698.0,4358898120.0,0.0,120582805,False,2,Silberburgstraße,tertiary,drive,40,,43.213,4358898120.0,12620698.0,,,,,,12,
cf9e4241-d047-40f5-a426-2e4b635446db,Mapillary,1448577566027237,4.356913172302797,12620698.0,1746675044.0,0.0,"[343956217, 343956218, 574480445, 120582823]",False,"['2', '3']",Silberburgstraße,tertiary,drive,40,,73.86900000000001,1746675044.0,12620698.0,,,,,,,
6e1eff96-c2e7-4b87-82df-2110a5d29bf3,Mapillary,1904484350015621,1.8874137310142205,3213224.0,1286347115.0,0.0,3992680,False,2,Marienplatz,tertiary,drive,50,,41.998,1286347115.0,3213224.0,,yes,,,,3,
9c8bbefc-2fdd-42b6-9d06-d7b221b76a3a,Mapillary,1635504660517299,3.383769381008739,3603201026.0,3762698378.0,0.0,372720346,False,2,Tübinger Straße,residential,drive,30,,31.635,3762698378.0,3603201026.0,,,,,,10,
